Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Social_Spending,Development_Spending,Governance_Spending,Social_Spending_%,Development_Spending_%,Governance_Spending_%,Total_Allocated,Budget_Remaining
Poland,1985,4.1,16.8,8.38,0.63,21.403,17.52,10.51,14.02,14.02,14.02,0.878,3.596,1.794,0.135,3.75,2.249,3.001,3.001,3.001,8.391,5.9990000000000006,4.014,39.204784376022054,28.028781012007663,18.754380227070975,21.405,-0.0020000000000024443
Poland,1986,4.1,16.8,8.38,0.43,22.474,17.57,10.54,14.06,14.06,14.06,0.921,3.776,1.883,0.097,3.949,2.369,3.16,3.16,3.16,8.818999999999999,6.318,4.178000000000001,39.24090059624454,28.112485538844883,18.590371095488123,22.475,-0.0010000000000012221
Poland,1987,4.1,16.8,8.38,0.54,23.597,17.55,10.53,14.04,14.04,14.04,0.967,3.964,1.977,0.127,4.141,2.485,3.313,3.313,3.313,9.254,6.6259999999999994,4.407,39.21684959952536,28.07984065771072,18.676102894435733,23.599999999999998,-0.002999999999996561
Poland,1988,4.1,16.8,8.38,0.51,24.777,17.55,10.53,14.04,14.04,14.04,1.016,4.163,2.076,0.126,4.348,2.609,3.479,3.479,3.479,9.718,6.957,4.621,39.22185898212051,28.078459861968756,18.650361222101143,24.775,0.0020000000000024443
Poland,1989,4.1,16.8,8.38,9.64,26.016,15.27,9.16,12.22,12.22,12.22,1.067,4.371,2.18,2.508,3.973,2.383,3.179,3.179,3.179,9.73,6.356,6.754,37.40006150061501,24.431119311193115,25.960947109471093,26.018999999999995,-0.002999999999996561
Poland,1990,4.1,16.8,8.38,9.64,27.317,15.27,9.16,12.22,12.22,12.22,1.12,4.589,2.289,2.633,4.171,2.502,3.338,3.338,3.338,10.216000000000001,6.673,7.091,37.3979573159571,24.428011860746054,25.95819453087821,27.318,-0.0010000000000012221
Poland,1991,4.1,16.8,8.38,9.64,35.4,15.27,9.16,12.22,12.22,12.22,1.451,5.947,2.967,3.413,5.406,3.243,4.326,4.326,4.326,13.239999999999998,8.649,9.19,37.40112994350282,24.432203389830505,25.960451977401128,35.405,-0.005000000000002558
Poland,1992,4.1,16.8,8.38,9.64,39.058,15.27,9.16,12.22,12.22,12.22,1.601,6.562,3.273,3.765,5.964,3.578,4.773,4.773,4.773,14.608,9.542,10.139,37.40078857084336,24.430334374519944,25.95883045726868,39.062,-0.003999999999997783
Poland,1993,4.1,16.8,8.38,9.64,39.765,15.27,9.16,12.22,12.22,12.22,1.63,6.68,3.332,3.833,6.072,3.642,4.859,4.859,4.859,14.871,9.714,10.322,37.3972086005281,24.428517540550736,25.957500314346788,39.766000000000005,-0.0010000000000047748
Poland,1994,4.1,16.8,8.38,9.64,45.876,15.27,9.16,12.22,12.22,12.22,1.881,7.707,3.844,4.422,7.005,4.202,5.606,5.606,5.606,17.157,11.207,11.908999999999999,37.398639811666236,24.428895282936615,25.959107158427063,45.879000000000005,-0.003000000000007219
Poland,1995,4.1,16.8,8.38,9.33,68.827,15.35,9.21,12.28,12.28,12.28,2.822,11.563,5.768,6.422,10.565,6.339,8.452,8.452,8.452,25.783,16.904,17.696,37.46058959419996,24.560129019134934,25.710840222587066,68.835,-0.007999999999995566
Poland,1996,3.86,16.8,8.38,2.15,88.05,17.2,10.32,13.76,13.76,13.76,3.399,14.792,7.379,1.893,15.145,9.087,12.116,12.116,12.116,34.287,24.232,17.408,38.94037478705281,27.520726859738787,19.770584894946055,88.043,0.006999999999990791
Poland,1997,4.38,11.28,8.38,9.47,74.493,16.62,9.97,13.3,13.3,13.3,3.263,8.403,6.242,7.054,12.381,7.427,9.908,9.908,9.908,24.552999999999997,19.808,20.225,32.960143906138825,26.590417891613978,27.150202032405733,74.494,-0.0010000000000047748
Poland,1998,4.56,11.28,8.38,8.97,78.849,16.7,10.02,13.36,13.36,13.36,3.596,8.894,6.608,7.073,13.168,7.901,10.534,10.534,10.534,26.036,21.069,21.203000000000003,33.02007634846352,26.72069398470494,26.890639069614075,78.842,0.007000000000005002
Poland,1999,4.5,10.89,8.38,6.93,75.738,17.32,10.39,13.86,13.86,13.86,3.408,8.248,6.347,5.249,13.118,7.869,10.497,10.497,10.497,25.092,20.987000000000002,19.154,33.130000792204704,27.710000264068235,25.2898148881671,75.73,0.007999999999995566
Poland,2000,4.24,11.58,8.38,7.47,75.948,17.08,10.25,13.66,13.66,13.66,3.22,8.795,6.364,5.673,12.972,7.785,10.375,10.375,10.375,25.534,20.756999999999998,19.268,33.62037183335967,27.330541949755094,25.369989993153215,75.934,0.013999999999995794
Poland,2001,4.24,11.87,8.89,7.62,87.545,16.84,10.11,13.48,13.48,13.48,3.712,10.392,7.783,6.671,14.743,8.851,11.801,11.801,11.801,29.976,23.594,22.184,34.2406762236564,26.95071106288195,25.34011080015992,87.555,-0.010000000000005116
Poland,2002,4.2,11.92,9.39,6.94,90.976,16.89,10.13,13.51,13.51,13.51,3.821,10.844,8.543,6.314,15.366,9.216,12.291,12.291,12.291,31.678,24.582,22.426000000000002,34.82017235314808,27.0203130495955,24.6504572634541,90.97699999999999,-0.000999999999990564
Poland,2003,4.18,11.68,8.95,7.03,101.856,17.04,10.22,13.63,13.63,13.63,4.258,11.897,9.116,7.16,17.356,10.41,13.883,13.883,13.883,34.896,27.766000000000002,25.301,34.26013195098964,27.260053408733903,24.83997015394282,101.84599999999999,0.010000000000005116
Poland,2004,4.31,12.32,9.11,6.86,111.556,16.85,10.11,13.48,13.48,13.48,4.808,13.744,10.163,7.653,18.797,11.278,15.038,15.038,15.038,38.945,30.075000000000003,27.499,34.91071748718132,26.95955394600022,24.65039979920399,111.557,-0.0010000000000047748
Poland,2005,4.35,12.27,8.99,6.3,130.588,17.02,10.21,13.62,13.62,13.62,5.681,16.023,11.74,8.227,22.226,13.333,17.786,17.786,17.786,45.549,35.559,31.694000000000003,34.879927711581466,27.22991392777284,24.270223910313355,130.58800000000002,-2.842170943040401e-14
Poland,2006,4.32,12.71,9.0,6.18,145.948,16.95,10.17,13.56,13.56,13.56,6.305,18.55,13.135,9.02,24.738,14.843,19.791,19.791,19.791,51.476,39.581,35.116,35.27009619864609,27.119933126867103,24.060624331953846,145.964,-0.015999999999991132
Poland,2007,4.67,11.35,9.54,5.83,173.534,17.15,10.29,13.72,13.72,13.72,8.104,19.696,16.555,10.117,29.761,17.857,23.809,23.809,23.809,60.06,47.617999999999995,42.03,34.60993234755149,27.440155819608837,24.220037571887932,173.517,0.016999999999995907
Poland,2008,3.97,11.41,10.27,5.53,220.75,17.21,10.32,13.76,13.76,13.76,8.764,25.188,22.671,12.207,37.991,22.781,30.375,30.375,30.375,78.234,60.772,51.346,35.4400906002265,27.529784824462062,23.259796149490374,220.727,0.022999999999996135
Poland,2009,3.99,11.08,10.5,6.34,186.351,17.02,10.21,13.62,13.62,13.62,7.435,20.648,19.567,11.815,31.717,19.026,25.381,25.381,25.381,65.596,50.742999999999995,44.631,35.200240406544644,27.229797532613187,23.94996538789703,186.351,0.0
Poland,2010,4.0,11.05,9.98,6.4,202.13,17.14,10.29,13.72,13.72,13.72,8.085,22.335,20.173,12.936,34.645,20.799,27.732,27.732,27.732,70.24,55.444,48.753,34.749913422055116,27.42987186464157,24.11962598327809,202.169,-0.03900000000001569
Poland,2011,4.06,10.95,10.05,6.76,211.623,17.04,10.23,13.64,13.64,13.64,8.592,23.173,21.268,14.306,36.061,21.649,28.865,28.865,28.865,73.306,57.71,51.763,34.639902090037474,27.270192748425266,24.460006710045697,211.64400000000003,-0.02100000000004343
Poland,2012,4.18,11.2,10.07,6.99,200.99,16.89,10.13,13.51,13.51,13.51,8.401,22.511,20.24,14.049,33.947,20.36,27.154,27.154,27.154,69.905,54.307,49.604,34.78033733021543,27.01975222647893,24.67983481765262,200.97,0.020000000000010232
Poland,2013,4.14,11.57,10.49,6.58,214.17,16.8,10.08,13.44,13.44,13.44,8.867,24.779,22.466,14.092,35.981,21.588,28.784,28.784,28.784,76.029,57.569,51.742999999999995,35.49936965961619,26.880048559555497,24.159779614325068,214.12499999999997,0.045000000000015916
Poland,2014,4.47,11.57,10.47,5.23,218.841,17.06,10.24,13.65,13.65,13.65,9.782,25.32,22.913,11.445,37.334,22.409,29.872,29.872,29.872,78.105,59.743,51.099,35.6902956941341,27.29972902701048,23.349829328142345,218.81900000000002,0.02199999999999136
Poland,2015,5.13,11.54,10.63,4.82,188.61,16.97,10.18,13.58,13.58,13.58,9.676,21.766,20.049,9.091,32.007,19.2,25.613,25.613,25.613,67.428,51.206999999999994,44.38,35.74996023540639,27.149673930332423,23.530035523036954,188.628,-0.01799999999997226
Poland,2016,4.72,11.27,10.95,4.61,189.548,17.11,10.27,13.69,13.69,13.69,8.947,21.362,20.756,8.738,32.432,19.467,25.949,25.949,25.949,68.067,51.899,43.634,35.91016523519108,27.380399687678054,23.02002658957098,189.54900000000004,-0.0010000000000331966
Poland,2017,4.59,11.04,10.94,4.3,208.335,17.28,10.37,13.82,13.82,13.82,9.563,23.0,22.792,8.958,36.0,21.604,28.792,28.792,28.792,74.584,57.604,47.313,35.8000335997312,27.649698802409578,22.710058319533445,208.293,0.04200000000000159
Poland,2018,4.93,11.11,10.83,4.04,226.231,17.27,10.36,13.82,13.82,13.82,11.153,25.134,24.501,9.14,39.07,23.438,31.265,31.265,31.265,80.9,62.507999999999996,51.558,35.75990911943987,27.63016562716869,22.789980153029425,226.23099999999994,5.684341886080802e-14
Poland,2019,4.72,11.17,11.01,3.73,234.628,17.34,10.41,13.87,13.87,13.87,11.074,26.208,25.833,8.752,40.685,24.425,32.543,32.543,32.543,84.584,65.11,52.369,36.05025828119406,27.75031113081133,22.320012956680362,234.60600000000002,0.021999999999962938
Poland,2020,4.74,10.06,9.68,3.01,282.574,18.13,10.88,14.5,14.5,14.5,13.394,28.427,27.353,8.505,51.231,30.744,40.973,40.973,40.973,96.753,81.975,62.872,34.239880526870834,29.01010000920113,22.24974696893557,282.57300000000004,0.0009999999999763531
Poland,2021,5.09,10.6,10.53,2.83,293.452,17.74,10.64,14.19,14.19,14.19,14.937,31.106,30.901,8.305,52.058,31.223,41.641,41.641,41.641,103.648,83.281,64.883,35.32025680520153,28.37976909341221,22.110259940296878,293.453,-0.0009999999999763531
Poland,2022,5.1,9.97,11.04,3.8,288.706,17.52,10.51,14.02,14.02,14.02,14.724,28.784,31.873,10.971,50.581,30.343,40.477,40.477,40.477,101.13399999999999,80.924,66.172,35.03009982473519,28.029898928321543,22.92020255900466,288.707,-0.0009999999999763531
Poland,2023,6.98,9.97,11.75,4.79,365.579,16.63,9.98,13.3,13.3,13.3,25.517,36.448,42.955,17.511,60.796,36.485,48.622,48.622,48.622,128.02499999999998,97.281,91.64999999999999,35.01979052407276,26.610117101912312,25.069820750097787,365.57800000000003,0.0009999999999763531
Poland,2024,8.47,9.97,11.75,4.79,412.968,16.25,9.75,13.0,13.0,13.0,34.978,41.173,48.524,19.781,67.107,40.264,53.686,53.686,53.686,143.383,107.37100000000001,108.445,34.72012359311133,25.9998353383313,26.25990391507332,412.885,0.08300000000002683
Poland,2025,8.47,9.97,11.75,4.79,465.94,16.25,9.75,13.0,13.0,13.0,39.465,46.454,54.748,22.319,75.715,45.429,60.572,60.572,60.572,161.774,121.144,122.35600000000001,34.71992101987381,25.999914152036744,26.260033480705676,465.846,0.09399999999999409
Poland,2026,8.47,9.97,11.75,4.79,482.248,16.25,9.75,13.0,13.0,13.0,40.846,48.08,56.664,23.1,78.365,47.019,62.692,62.692,62.692,167.436,125.38399999999999,126.638,34.71989515767821,25.999900466150194,26.259932648761637,482.15,0.09800000000001319
Portugal,1946,4.36,7.21,14.06,2.56,0.481,10.77,7.18,14.36,25.13,14.36,0.021,0.035,0.068,0.012,0.052,0.035,0.069,0.121,0.069,0.224,0.087,0.10200000000000001,46.56964656964657,18.087318087318085,21.205821205821206,0.48200000000000004,-0.0010000000000000564
Portugal,1947,4.36,7.21,14.06,2.56,0.505,10.77,7.18,14.36,25.13,14.36,0.022,0.036,0.071,0.013,0.054,0.036,0.072,0.127,0.072,0.23399999999999999,0.09,0.107,46.336633663366335,17.82178217821782,21.18811881188119,0.503,0.0020000000000000018
Portugal,1948,4.36,7.21,14.06,2.56,0.53,10.77,7.18,14.36,25.13,14.36,0.023,0.038,0.074,0.014,0.057,0.038,0.076,0.133,0.076,0.245,0.095,0.113,46.226415094339615,17.92452830188679,21.32075471698113,0.529,0.0010000000000000009
Portugal,1949,4.36,7.21,14.06,2.56,0.556,10.77,7.18,14.36,25.13,14.36,0.024,0.04,0.078,0.014,0.06,0.04,0.08,0.14,0.08,0.258,0.1,0.11800000000000001,46.402877697841724,17.985611510791365,21.22302158273381,0.556,0.0
Portugal,1950,4.36,7.21,14.06,2.56,0.584,10.77,7.18,14.36,25.13,14.36,0.025,0.042,0.082,0.015,0.063,0.042,0.084,0.147,0.084,0.271,0.10500000000000001,0.12400000000000001,46.404109589041106,17.979452054794525,21.23287671232877,0.584,0.0
Portugal,1951,4.36,7.21,14.06,2.56,0.613,10.77,7.18,14.36,25.13,14.36,0.027,0.044,0.086,0.016,0.066,0.044,0.088,0.154,0.088,0.28400000000000003,0.11,0.131,46.329526916802614,17.94453507340946,21.37030995106036,0.613,0.0
Portugal,1952,4.36,7.21,14.06,2.56,0.644,10.77,7.18,14.36,25.13,14.36,0.028,0.046,0.091,0.016,0.069,0.046,0.092,0.162,0.092,0.29900000000000004,0.115,0.136,46.42857142857144,17.857142857142858,21.11801242236025,0.642,0.0020000000000000018
Portugal,1953,4.36,7.21,14.06,2.56,0.676,10.77,7.18,14.36,25.13,14.36,0.029,0.049,0.095,0.017,0.073,0.049,0.097,0.17,0.097,0.31400000000000006,0.122,0.14300000000000002,46.44970414201184,18.047337278106507,21.153846153846153,0.676,0.0
Portugal,1954,4.36,7.21,14.06,2.56,0.71,10.77,7.18,14.36,25.13,14.36,0.031,0.051,0.1,0.018,0.076,0.051,0.102,0.178,0.102,0.32899999999999996,0.127,0.151,46.33802816901408,17.887323943661972,21.267605633802816,0.709,0.0010000000000000009
Portugal,1955,4.36,7.21,14.06,2.56,0.746,10.77,7.18,14.36,25.13,14.36,0.033,0.054,0.105,0.019,0.08,0.054,0.107,0.187,0.107,0.346,0.134,0.159,46.38069705093834,17.962466487935657,21.31367292225201,0.746,0.0
Portugal,1956,4.36,7.21,14.06,2.56,0.783,10.77,7.18,14.36,25.13,14.36,0.034,0.056,0.11,0.02,0.084,0.056,0.112,0.197,0.112,0.363,0.14,0.166,46.360153256704976,17.879948914431672,21.20051085568327,0.781,0.0020000000000000018
Portugal,1957,4.36,7.21,14.06,2.56,0.822,10.77,7.18,14.36,25.13,14.36,0.036,0.059,0.116,0.021,0.089,0.059,0.118,0.207,0.118,0.382,0.148,0.175,46.4720194647202,18.004866180048662,21.289537712895378,0.823,-0.0010000000000000009
Portugal,1958,4.36,7.21,14.06,2.56,0.863,10.77,7.18,14.36,25.13,14.36,0.038,0.062,0.121,0.022,0.093,0.062,0.124,0.217,0.124,0.4,0.155,0.184,46.349942062572424,17.96060254924681,21.320973348783316,0.863,0.0
Portugal,1959,4.36,7.21,14.06,2.56,0.906,10.77,7.18,14.36,25.13,14.36,0.04,0.065,0.127,0.023,0.098,0.065,0.13,0.228,0.13,0.42000000000000004,0.163,0.193,46.35761589403974,17.991169977924944,21.30242825607064,0.906,0.0
Portugal,1960,4.36,7.21,14.06,2.56,0.952,10.77,7.18,14.36,25.13,14.36,0.041,0.069,0.134,0.024,0.102,0.068,0.137,0.239,0.137,0.442,0.16999999999999998,0.202,46.42857142857143,17.857142857142858,21.218487394957986,0.951,0.0010000000000000009
Portugal,1961,4.36,7.21,14.06,2.56,1.018,10.77,7.18,14.36,25.13,14.36,0.044,0.073,0.143,0.026,0.11,0.073,0.146,0.256,0.146,0.472,0.183,0.216,46.36542239685657,17.976424361493123,21.218074656188605,1.017,0.001000000000000112
Portugal,1962,4.36,7.21,14.06,2.56,1.093,10.77,7.18,14.36,25.13,14.36,0.048,0.079,0.154,0.028,0.118,0.078,0.157,0.275,0.157,0.508,0.196,0.233,46.4775846294602,17.932296431838974,21.317474839890213,1.094,-0.001000000000000112
Portugal,1963,4.36,7.21,14.06,2.56,1.164,10.77,7.18,14.36,25.13,14.36,0.051,0.084,0.164,0.03,0.125,0.084,0.167,0.292,0.167,0.54,0.20900000000000002,0.248,46.39175257731959,17.955326460481103,21.305841924398628,1.1640000000000001,-2.220446049250313e-16
Portugal,1964,4.36,7.21,14.06,2.56,1.262,10.77,7.18,14.36,25.13,14.36,0.055,0.091,0.177,0.032,0.136,0.091,0.181,0.317,0.181,0.585,0.227,0.268,46.35499207606973,17.98732171156894,21.236133122028527,1.261,0.001000000000000112
Portugal,1965,4.36,7.21,14.06,2.56,1.397,10.77,7.18,14.36,25.13,14.36,0.061,0.101,0.196,0.036,0.15,0.1,0.201,0.351,0.201,0.648,0.25,0.298,46.38511095204009,17.89549033643522,21.331424481030776,1.397,0.0
Portugal,1966,4.36,7.21,14.06,2.56,1.53,10.77,7.18,14.36,25.13,14.36,0.067,0.11,0.215,0.039,0.165,0.11,0.22,0.385,0.22,0.71,0.275,0.326,46.40522875816993,17.973856209150327,21.30718954248366,1.531,-0.0009999999999998899
Portugal,1967,4.36,7.21,14.06,2.56,1.71,10.77,7.18,14.36,25.13,14.36,0.075,0.123,0.24,0.044,0.184,0.123,0.246,0.43,0.246,0.7929999999999999,0.307,0.365,46.37426900584795,17.953216374269008,21.34502923976608,1.7109999999999999,-0.0009999999999998899
Portugal,1968,4.36,7.21,14.06,2.56,1.893,10.77,7.18,14.36,25.13,14.36,0.083,0.137,0.266,0.048,0.204,0.136,0.272,0.476,0.272,0.879,0.33999999999999997,0.403,46.43423137876387,17.96090861067089,21.28895932382462,1.894,-0.0009999999999998899
Portugal,1969,4.36,7.21,14.06,2.56,2.077,10.77,7.18,14.36,25.13,14.36,0.091,0.15,0.292,0.053,0.224,0.149,0.298,0.522,0.298,0.964,0.373,0.442,46.413095811266246,17.958594126143478,21.280693307655273,2.077,0.0
Portugal,1970,4.36,7.21,14.06,2.56,2.311,10.77,7.18,14.36,25.13,14.36,0.101,0.167,0.325,0.059,0.249,0.166,0.332,0.581,0.332,1.073,0.41500000000000004,0.49200000000000005,46.43011683254002,17.95759411510169,21.289485071397664,2.312,-0.0009999999999998899
Portugal,1971,4.36,7.21,14.06,2.56,2.622,10.77,7.18,14.36,25.13,14.36,0.114,0.189,0.369,0.067,0.282,0.188,0.377,0.659,0.377,1.217,0.47,0.558,46.41495041952709,17.925247902364607,21.281464530892453,2.622,0.0
Portugal,1972,4.36,7.21,14.06,2.56,3.203,10.77,7.18,14.36,25.13,14.36,0.14,0.231,0.45,0.082,0.345,0.23,0.46,0.805,0.46,1.4860000000000002,0.575,0.682,46.39400561973151,17.951920074929753,21.292538245394947,3.203,0.0
Portugal,1973,4.36,7.21,14.06,2.56,4.3,10.77,7.18,14.36,25.13,14.36,0.187,0.31,0.605,0.11,0.463,0.309,0.618,1.081,0.618,1.996,0.772,0.9149999999999999,46.418604651162795,17.953488372093023,21.27906976744186,4.301,-0.001000000000000334
Portugal,1974,4.36,7.21,14.06,2.56,4.99,10.77,7.18,14.36,25.13,14.36,0.218,0.36,0.702,0.128,0.537,0.358,0.717,1.254,0.717,2.316,0.895,1.063,46.4128256513026,17.935871743486974,21.30260521042084,4.991,-0.0009999999999994458
Portugal,1975,4.36,7.21,14.06,2.56,5.513,10.77,7.18,14.36,25.13,14.36,0.24,0.398,0.775,0.141,0.594,0.396,0.792,1.385,0.792,2.558,0.99,1.173,46.39941955378197,17.95755487030655,21.276981679666246,5.513,0.0
Portugal,1976,4.36,7.21,14.06,3.64,6.334,10.61,7.07,14.14,24.75,14.14,0.276,0.457,0.891,0.231,0.672,0.448,0.896,1.568,0.896,2.9160000000000004,1.12,1.4030000000000002,46.03725923586992,17.682349226397225,22.15029996842438,6.335,-0.001000000000000334
Portugal,1977,4.36,7.21,14.06,7.96,6.738,9.96,6.64,13.28,23.24,13.28,0.294,0.486,0.947,0.536,0.671,0.447,0.895,1.566,0.895,2.9989999999999997,1.118,1.725,44.50875630750964,16.592460670822202,25.601068566340164,6.737,0.001000000000000334
Portugal,1978,4.36,7.21,14.06,7.96,7.381,9.96,6.64,13.28,23.24,13.28,0.322,0.532,1.038,0.588,0.735,0.49,0.98,1.715,0.98,3.285,1.225,1.8900000000000001,44.506164476358215,16.596667118276656,25.60628641105541,7.380000000000001,0.0009999999999994458
Portugal,1979,4.36,7.21,14.06,8.69,8.309,9.85,6.57,13.13,22.98,13.13,0.362,0.599,1.168,0.722,0.818,0.546,1.091,1.909,1.091,3.676,1.3639999999999999,2.175,44.24118425803346,16.415934528824167,26.176435190757008,8.306,0.0030000000000001137
Portugal,1980,4.36,7.21,14.06,8.48,10.817,9.88,6.59,13.18,23.06,13.18,0.472,0.78,1.521,0.917,1.069,0.713,1.426,2.494,1.426,4.795,1.782,2.815,44.328372007025976,16.474068595728944,26.023851345104926,10.818,-0.0009999999999994458
Portugal,1981,4.36,7.21,14.06,13.26,11.365,9.17,6.11,12.22,21.39,12.22,0.495,0.819,1.598,1.507,1.042,0.694,1.389,2.431,1.389,4.848,1.736,3.391,42.65728112626485,15.274967003959524,29.83721953365596,11.363999999999999,0.0010000000000012221
Portugal,1982,4.36,7.21,14.06,14.34,10.666,9.0,6.0,12.0,21.01,12.0,0.465,0.769,1.5,1.529,0.96,0.64,1.28,2.241,1.28,4.51,1.6,3.274,42.283892743296455,15.000937558597412,30.695668479279952,10.664,0.002000000000000668
Portugal,1983,4.36,7.21,14.06,15.71,10.081,8.8,5.87,11.73,20.53,11.73,0.44,0.727,1.417,1.584,0.887,0.592,1.183,2.07,1.183,4.214,1.479,3.207,41.80140859041762,14.67116357504216,31.812320206328735,10.082999999999998,-0.0019999999999988916
Portugal,1984,4.36,7.21,14.06,18.57,8.941,8.37,5.58,11.16,19.53,11.16,0.39,0.645,1.257,1.66,0.748,0.499,0.998,1.746,0.998,3.6479999999999997,1.2469999999999999,3.048,40.80080527905155,13.946985795772282,34.09014651604966,8.940999999999999,1.7763568394002505e-15
Portugal,1985,4.36,7.21,14.06,17.32,10.938,8.56,5.7,11.41,19.96,11.41,0.477,0.789,1.538,1.895,0.936,0.623,1.248,2.183,1.248,4.51,1.5590000000000002,3.62,41.23240080453465,14.25306271713293,33.09562991406107,10.937,0.0010000000000012221
Portugal,1986,4.36,7.21,14.06,20.58,15.67,8.07,5.38,10.76,18.82,10.76,0.683,1.13,2.203,3.225,1.265,0.843,1.686,2.949,1.686,6.282,2.1079999999999997,5.593999999999999,40.08934269304403,13.452456924058708,35.69878749202297,15.67,0.0
Portugal,1987,4.36,7.21,14.06,19.88,17.443,8.17,5.45,10.9,19.07,10.9,0.76,1.258,2.452,3.468,1.425,0.951,1.901,3.326,1.901,7.036,2.376,6.129,40.33709797626555,13.621510061342656,35.13730436278163,17.442,0.0010000000000012221
Portugal,1988,4.36,9.0,14.06,19.22,20.169,8.0,5.34,10.67,18.67,10.67,0.879,1.815,2.836,3.877,1.614,1.077,2.152,3.766,2.152,8.417,2.691,6.9079999999999995,41.73236154494521,13.342257920571171,34.25058257722247,20.168,0.0010000000000012221
Portugal,1989,4.44,9.87,14.06,17.09,22.68,8.18,5.45,10.91,19.09,10.91,1.007,2.238,3.189,3.876,1.855,1.236,2.474,4.33,2.474,9.757,3.091,7.356999999999999,43.020282186948855,13.628747795414464,32.438271604938265,22.679000000000002,0.0009999999999976694
Portugal,1990,4.24,10.27,14.06,18.95,30.567,7.87,5.25,10.49,18.37,10.49,1.296,3.139,4.298,5.792,2.406,1.605,3.206,5.615,3.206,13.052,4.011,10.294,42.69964340628783,13.121994307586613,33.676841037720415,30.563,0.004000000000001336
Portugal,1991,3.88,11.02,14.06,18.34,37.234,7.9,5.27,10.54,18.44,10.54,1.445,4.103,5.235,6.829,2.941,1.962,3.924,6.866,3.924,16.204,4.903,12.198,43.51936402213031,13.168072192082503,32.760380297577484,37.229,0.005000000000002558
Portugal,1992,3.68,10.59,14.06,19.34,46.379,7.85,5.23,10.47,18.32,10.47,1.707,4.911,6.521,8.97,3.641,2.426,4.856,8.497,4.856,19.929,6.067,15.533000000000001,42.96987860885314,13.081351473727334,33.49145087216198,46.385000000000005,-0.006000000000007333
Portugal,1993,3.76,10.53,14.06,15.66,42.51,8.4,5.6,11.2,19.59,11.2,1.598,4.476,5.977,6.657,3.571,2.381,4.761,8.328,4.761,18.781,5.952,13.016,44.180192895789226,14.001411432604094,30.6186779581275,42.51,0.0
Portugal,1994,3.86,10.92,14.06,13.21,41.884,8.69,5.79,11.59,20.28,11.59,1.617,4.574,5.889,5.533,3.64,2.425,4.854,8.494,4.854,18.957,6.0649999999999995,12.004000000000001,45.26072008404164,14.480469869162446,28.660108872123008,41.879999999999995,0.0040000000000048885
